,gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,Regulation
28109,TRAV26-1,0,NA,NA,NA,NA,Not Significant
28110,TRAV8-7,0,NA,NA,NA,NA,Not Significant
28111,TRAV27,0,NA,NA,NA,NA,Not Significant
28112,TRAV28,0,NA,NA,NA,NA,Not Significant
28113,TRAV29DV5,0,NA,NA,NA,NA,Not Significant
28114,LOC124903284,0.0505391,-0.000307226,0.175776691,1,NA,Not Significant
28115,TRAV30,0.19938203,-0.000434665,0.175772569,1,NA,Not Significant
28116,TRAV31,0,NA,NA,NA,NA,Not Significant
28117,TRAV32,0,NA,NA,NA,NA,Not Significant
28118,TRAV33,0,NA,NA,NA,NA,Not Significant
28119,TRAV26-2,0,NA,NA,NA,NA,Not Significant
28120,TRAV34,0,NA,NA,NA,NA,Not Significant
28121,TRAV35,0,NA,NA,NA,NA,Not Significant
28122,TRAV36DV7,0.086741017,-0.002742727,0.175768005,0.857939698,NA,Not Significant
28123,TRAV37,0,NA,NA,NA,NA,Not Significant
28124,TRAV38-1,0,NA,NA,NA,NA,Not Significant
28125,TRAV38-2DV8,0,NA,NA,NA,NA,Not Significant
28126,LOC107984649,0.053667306,-0.000311351,0.17577668,1,NA,Not Significant
28127,TRAV39,0,NA,NA,NA,NA,Not Significant
28128,TRAV40,0,NA,NA,NA,NA,Not Significant
28129,TRAV41,0,NA,NA,NA,NA,Not Significant
28130,TRD-AS1,0.280841613,-0.001805487,0.175724368,0.932230301,NA,Not Significant
28131,TRDV2,0,NA,NA,NA,NA,Not Significant
28132,TRDD1,0,NA,NA,NA,NA,Not Significant
28133,TRDD2,0,NA,NA,NA,NA,Not Significant
28134,TRDD3,0,NA,NA,NA,NA,Not Significant
28135,TRDJ1,0,NA,NA,NA,NA,Not Significant
28136,TRDJ4,0,NA,NA,NA,NA,Not Significant
28137,TRDJ2,0,NA,NA,NA,NA,Not Significant
28138,TRDJ3,0,NA,NA,NA,NA,Not Significant
28139,TRDC,0,NA,NA,NA,NA,Not Significant
28140,TRDV3,0,NA,NA,NA,NA,Not Significant
28141,TRAJ61,0,NA,NA,NA,NA,Not Significant
28142,TRAJ60,0,NA,NA,NA,NA,Not Significant
28143,TRAJ59,0,NA,NA,NA,NA,Not Significant
28144,TRAJ58,0,NA,NA,NA,NA,Not Significant
28145,TRAJ57,0,NA,NA,NA,NA,Not Significant
28146,TRAJ56,0,NA,NA,NA,NA,Not Significant
28147,TRAJ55,0,NA,NA,NA,NA,Not Significant
28148,TRAJ54,0,NA,NA,NA,NA,Not Significant
28149,TRAJ53,0,NA,NA,NA,NA,Not Significant
28150,TRAJ52,0,NA,NA,NA,NA,Not Significant
28151,TRAJ51,0,NA,NA,NA,NA,Not Significant
28152,TRAJ50,0,NA,NA,NA,NA,Not Significant
28153,TRAJ49,0,NA,NA,NA,NA,Not Significant
28154,TRAJ48,0,NA,NA,NA,NA,Not Significant
28155,TRAJ47,0,NA,NA,NA,NA,Not Significant
28156,TRAJ46,0,NA,NA,NA,NA,Not Significant
28157,TRAJ45,0,NA,NA,NA,NA,Not Significant
28158,TRAJ44,0,NA,NA,NA,NA,Not Significant
28159,TRAJ43,0,NA,NA,NA,NA,Not Significant
28160,TRAJ42,0,NA,NA,NA,NA,Not Significant
28161,TRAJ41,0,NA,NA,NA,NA,Not Significant
28162,TRAJ40,0,NA,NA,NA,NA,Not Significant
28163,TRAJ39,0,NA,NA,NA,NA,Not Significant
28164,TRAJ38,0,NA,NA,NA,NA,Not Significant
28165,TRAJ37,0,NA,NA,NA,NA,Not Significant
28166,TRAJ36,0,NA,NA,NA,NA,Not Significant
28167,TRAJ35,0,NA,NA,NA,NA,Not Significant
28168,TRAJ34,0,NA,NA,NA,NA,Not Significant
28169,TRAJ33,0,NA,NA,NA,NA,Not Significant
28170,TRAJ32,0,NA,NA,NA,NA,Not Significant
28171,TRAJ31,0,NA,NA,NA,NA,Not Significant
28172,TRAJ30,0,NA,NA,NA,NA,Not Significant
28173,TRAJ29,0,NA,NA,NA,NA,Not Significant
28174,TRAJ28,0,NA,NA,NA,NA,Not Significant
28175,TRAJ27,0,NA,NA,NA,NA,Not Significant
28176,TRAJ26,0,NA,NA,NA,NA,Not Significant
28177,TRAJ25,0,NA,NA,NA,NA,Not Significant
28178,TRAJ24,0,NA,NA,NA,NA,Not Significant
28179,TRAJ23,0,NA,NA,NA,NA,Not Significant
28180,TRAJ22,0,NA,NA,NA,NA,Not Significant
28181,TRAJ21,0,NA,NA,NA,NA,Not Significant
28182,TRAJ20,0,NA,NA,NA,NA,Not Significant
28183,TRAJ19,0,NA,NA,NA,NA,Not Significant
28184,TRAJ18,0,NA,NA,NA,NA,Not Significant
28185,TRAJ17,0,NA,NA,NA,NA,Not Significant
28186,TRAJ16,0,NA,NA,NA,NA,Not Significant
28187,TRAJ15,0,NA,NA,NA,NA,Not Significant
28188,TRAJ14,0,NA,NA,NA,NA,Not Significant
28189,TRAJ13,0,NA,NA,NA,NA,Not Significant
28190,TRAJ12,0,NA,NA,NA,NA,Not Significant
28191,TRAJ11,0,NA,NA,NA,NA,Not Significant
28192,TRAJ10,0,NA,NA,NA,NA,Not Significant
28193,TRAJ9,0,NA,NA,NA,NA,Not Significant
28194,TRAJ8,0,NA,NA,NA,NA,Not Significant
28195,TRAJ7,0,NA,NA,NA,NA,Not Significant
28196,TRAJ6,0.0505391,-0.000307226,0.175776691,1,NA,Not Significant
28197,TRAJ5,0,NA,NA,NA,NA,Not Significant
28198,TRAJ4,0,NA,NA,NA,NA,Not Significant
28199,TRAJ3,0,NA,NA,NA,NA,Not Significant
28200,TRAJ2,0.111259073,-0.002883007,0.175773593,0.857939698,NA,Not Significant
28201,TRAJ1,0,NA,NA,NA,NA,Not Significant
28202,TRAC,13.26169425,0.000163925,0.167218988,0.998849446,NA,Not Significant
28203,LINC02332,0.664645923,-0.000615342,0.175766726,1,NA,Not Significant
28204,DAD1,2875.873894,0.023686762,0.07188928,0.730069673,0.888409459,Not Significant
28205,ABHD4,1134.799551,0.07300664,0.128096136,0.433095644,0.713230592,Not Significant
28206,OR6J1,0,NA,NA,NA,NA,Not Significant
28207,LOC124900351,0.053667306,-0.000311351,0.17577668,1,NA,Not Significant
28208,OXA1L,2361.199871,-0.120957741,0.073147897,0.065936613,0.240586472,Not Significant
28209,SLC7A7,14.17825167,0.008424671,0.166541671,0.878842015,NA,Not Significant
28210,MRPL52,1870.012769,0.027284361,0.077112594,0.694489574,0.871911654,Not Significant
28211,MMP14,15968.36348,0.093035154,0.092038803,0.239598869,0.522948051,Not Significant
28212,LRP10,9178.312961,0.097627028,0.068917105,0.123022891,0.353235286,Not Significant
28213,REM2,10.08046894,-0.006054509,0.169239807,0.891954422,NA,Not Significant
28214,RBM23,1967.906082,-0.727355855,0.172046866,1.52E-06,4.55E-05,Down
28215,PRMT5-AS1,1.618395144,-0.002797512,0.174982303,0.815218392,NA,Not Significant
28216,PRMT5,3800.815576,-0.05118173,0.069876579,0.426840077,0.709465148,Not Significant
28217,PRMT5-DT,0.742225049,-0.001986058,0.175384113,0.9029074,NA,Not Significant
28218,TRR-ACG1-3,0.205844936,0.003714442,0.175799799,0.676471734,NA,Not Significant
28219,HAUS4,473.7354746,-0.123764388,0.117717696,0.174892319,0.437790926,Not Significant
28220,MIR4707,0,NA,NA,NA,NA,Not Significant
28221,AJUBA,6445.593883,0.091076468,0.091901955,0.251731071,0.538029227,Not Significant
28222,LOC124903287,0.154189465,-0.001595502,0.175780672,0.87984054,NA,Not Significant
28223,LOC124907436,69.42833432,0.37677017,0.329505932,0.016688009,0.093595356,Not Significant
28224,C14orf93,97.88325497,0.017922224,0.135652733,0.838899604,0.935846808,Not Significant
28225,PSMB5,4980.924079,-0.066050942,0.066582828,0.283753735,0.577723388,Not Significant
28226,PSMB11,0.100522159,-0.001573668,0.175778456,0.871612683,NA,Not Significant
28227,CDH24,1119.299837,-0.075410468,0.128121368,0.408970999,0.69522102,Not Significant
28228,LOC105370705,5.938100908,-0.020782502,0.172930843,0.592199005,NA,Not Significant
28229,ACIN1,6784.766888,-0.12749946,0.079509497,0.068304522,0.246158989,Not Significant
28230,LOC124907437,10.81356411,0.061946526,0.183932358,0.20624426,NA,Not Significant
28231,C14orf119,1397.191524,-0.089867739,0.087265153,0.235441519,0.518022942,Not Significant
28232,CIROP,0.107334613,-0.000322438,0.175776295,1,NA,Not Significant
28233,CEBPE,0.668641045,0.004932417,0.175519553,0.789037917,NA,Not Significant
28234,SLC7A8,87.36837558,0.110983161,0.166171643,0.240636498,0.523876391,Not Significant
28235,RNF212B,0.364674259,0.001606681,0.175754517,0.810194454,NA,Not Significant
28236,LOC105370406,2.376773487,0.002468307,0.174190229,0.919564559,NA,Not Significant
28237,HOMEZ,435.3083024,-0.087000811,0.105608844,0.324483188,0.620153823,Not Significant
28238,PPP1R3E,161.186958,-0.007514038,0.130583853,0.930415725,0.973280741,Not Significant
28239,BCL2L2-PABPN1,10.7192975,-0.012233213,0.170129644,0.784348933,NA,Not Significant
28240,BCL2L2,860.0393097,0.179441234,0.100353138,0.033106972,0.152343813,Not Significant
28241,PABPN1,663.97737,-0.226926822,0.119027265,0.017809954,0.098279899,Not Significant
28242,SLC22A17,181.121185,-0.247772285,0.204821374,0.042075651,0.179912772,Not Significant
28243,EFS,3.017798155,0.004045573,0.174504128,0.854758293,NA,Not Significant
28244,IL25,0.115915233,0.002484222,0.175785187,0.710607006,NA,Not Significant
28245,CMTM5,0.111259073,-0.002883007,0.175773593,0.857939698,NA,Not Significant
28246,MYH6,0.0505391,-0.000307226,0.175776691,1,NA,Not Significant
28247,MIR208A,0,NA,NA,NA,NA,Not Significant
28248,MYH7,0.212337274,-0.003715452,0.175789522,0.854294983,NA,Not Significant
28249,MHRT,0.1010782,-0.000328825,0.175776332,1,NA,Not Significant
28250,MIR208B,0,NA,NA,NA,NA,Not Significant
28251,NGDN,812.537345,-0.176226217,0.098290134,0.034119251,0.155797946,Not Significant
28252,THTPA,311.1303007,0.183700507,0.145467602,0.074913631,0.260106491,Not Significant
28253,ZFHX2,206.508262,0.231379931,0.170434706,0.042846803,0.182157236,Not Significant
28254,AP1G2,2234.731519,-0.327981731,0.09834904,0.000163621,0.002577329,Down
28255,AP1G2-AS1,80.52491762,0.120619042,0.174933523,0.216755696,0.494935125,Not Significant
28256,JPH4,1.679943049,0.000754223,0.174267388,0.978154547,NA,Not Significant
28257,DHRS2,49.78359435,0.044285558,0.159040886,0.557792629,0.797401952,Not Significant
28258,LOC105370407,0,NA,NA,NA,NA,Not Significant
28259,LOC105370408,0.583913816,0.00449618,0.175795304,0.632707727,NA,Not Significant
28260,LOC105370410,0,NA,NA,NA,NA,Not Significant
28261,LOC105370409,0.053667306,-0.000311351,0.17577668,1,NA,Not Significant
28262,LINC00596,0,NA,NA,NA,NA,Not Significant
28263,LOC105370411,0.086741017,-0.002742727,0.175768005,0.857939698,NA,Not Significant
28264,DHRS4-AS1,175.959703,0.058368226,0.134691245,0.518209814,0.772923954,Not Significant
28265,DHRS4,710.4621012,-0.008962014,0.098045528,0.911919091,0.966928716,Not Significant
28266,DHRS4L2,64.39702317,0.023019387,0.140746574,0.786839826,0.914851063,Not Significant
28267,DHRS4L1,4.963837283,0.000461862,0.172127862,0.987535166,NA,Not Significant
28268,CARMIL3,8.408536616,0.011066722,0.171358387,0.786381238,NA,Not Significant
28269,LOC105370412,0,NA,NA,NA,NA,Not Significant
28270,CPNE6,0.0505391,-0.000307226,0.175776691,1,NA,Not Significant
28271,NRL,35.72659039,-0.140733869,0.211094523,0.123436615,0.354133828,Not Significant
28272,PCK2,634.3071101,0.145299493,0.118558661,0.115675159,0.340615453,Not Significant
28273,DCAF11,1175.931932,-0.260375048,0.075892675,0.000136749,0.002219413,Down
28274,FITM1,4.817879581,-0.017715061,0.172960281,0.626765976,NA,Not Significant
28275,PSME1,2230.506818,-0.079110231,0.114139838,0.369818398,0.66020546,Not Significant
28276,EMC9,445.9017038,-0.089156152,0.120229224,0.328849388,0.624127904,Not Significant
28277,LOC124907438,3.803452734,-0.03888949,0.179396184,0.208624912,NA,Not Significant
28278,PSME2,1990.181367,-0.056208945,0.122521429,0.536495601,0.784156165,Not Significant
28279,MIR7703,0,NA,NA,NA,NA,Not Significant
28280,RNF31,1308.454616,-0.111109483,0.139301659,0.238267585,0.520848736,Not Significant
28281,IRF9,1369.961905,-0.033769455,0.168020069,0.565593514,0.802409755,Not Significant
28282,REC8,627.3022565,-0.082003881,0.120777468,0.36553986,0.656486422,Not Significant
28283,IPO4,3718.268322,-0.085628102,0.112130922,0.336832347,0.631292602,Not Significant
28284,TM9SF1,2326.604829,0.066038374,0.075220474,0.339345187,0.633648753,Not Significant
28285,TSSK4,0.832493537,-0.00097897,0.175426596,0.859401246,NA,Not Significant
28286,CHMP4A,483.1858685,0.085753951,0.10087353,0.299600996,0.594921949,Not Significant
28287,NEDD8-MDP1,12.56517,0.018934499,0.167830022,0.725038499,NA,Not Significant
28288,MDP1,3.232536794,-0.024200378,0.17533026,0.440724969,NA,Not Significant
28289,NEDD8,968.0200303,0.031808792,0.092576291,0.654146458,0.851220116,Not Significant
28290,GMPR2,1379.834453,0.111796383,0.086839782,0.143270132,0.390168902,Not Significant
28291,TINF2,1164.534422,0.063122008,0.097176578,0.437256688,0.716108454,Not Significant
28292,TGM1,58.60291116,0.068453285,0.154384589,0.433437183,0.713260696,Not Significant
28293,RABGGTA,656.9400731,-0.082682882,0.146614231,0.357443244,0.648659108,Not Significant
28294,DHRS1,597.645971,0.038269893,0.100456888,0.636901245,0.841167975,Not Significant
28295,NOP9,2342.170036,-0.05859509,0.089376328,0.449333601,0.723992178,Not Significant
28296,CIDEB,2.201671707,0.001446672,0.174473819,0.948285465,NA,Not Significant
28297,LTB4R2,135.751299,-0.044991971,0.133208621,0.61336638,0.828530944,Not Significant
28298,LTB4R,432.5789769,-0.011790734,0.109608438,0.891882034,0.957924651,Not Significant
28299,ADCY4,17.96282479,-0.053569505,0.177468828,0.319292493,NA,Not Significant
28300,RIPK3,50.06663898,-0.012501201,0.153544036,0.867661277,0.9481402,Not Significant
28301,NFATC4,649.0100927,-0.058270471,0.12274503,0.509248878,0.767230462,Not Significant
28302,LOC124903292,0.16951574,0.003956916,0.175791586,0.796841241,NA,Not Significant
28303,NYNRIN,148.037517,-0.085957699,0.133783455,0.355737403,0.646398087,Not Significant
28304,KHNYN,1944.279196,0.578760415,0.119845346,1.16E-07,4.77E-06,Up
28305,CBLN3,58.26705133,0.262577929,0.252540799,0.039128362,0.171537471,Not Significant
28306,SDR39U1,952.4476952,-0.044615189,0.087940824,0.567938063,0.803033824,Not Significant
28307,LOC101927045,89.1369892,0.266289859,0.21519485,0.034950434,0.158460759,Not Significant
28308,CMA1,0,NA,NA,NA,NA,Not Significant
28309,CTSG,0,NA,NA,NA,NA,Not Significant
28310,GZMH,0,NA,NA,NA,NA,Not Significant
28311,GZMB,0,NA,NA,NA,NA,Not Significant
28312,LOC105370413,0.728032901,0.005728482,0.175473595,0.698517786,NA,Not Significant
28313,STXBP6,79.24445111,0.078310593,0.166931779,0.345933395,0.638572874,Not Significant
28314,LINC02286,0,NA,NA,NA,NA,Not Significant
28315,LOC105370415,0,NA,NA,NA,NA,Not Significant
28316,LOC112268135,0,NA,NA,NA,NA,Not Significant
28317,LOC124900350,0,NA,NA,NA,NA,Not Significant
28318,LINC02306,0,NA,NA,NA,NA,Not Significant
28319,LOC105370418,0,NA,NA,NA,NA,Not Significant
28320,NOVA1,13.27365019,-0.046746944,0.177507037,0.319506418,NA,Not Significant
28321,NOVA1-DT,0,NA,NA,NA,NA,Not Significant
28322,LINC02294,0,NA,NA,NA,NA,Not Significant
28323,LINC02293,0,NA,NA,NA,NA,Not Significant
28324,LOC124903296,0,NA,NA,NA,NA,Not Significant
28325,MIR4307HG,0,NA,NA,NA,NA,Not Significant
28326,MIR4307,0,NA,NA,NA,NA,Not Significant
28327,LOC105370419,0,NA,NA,NA,NA,Not Significant
28328,LOC105370420,0,NA,NA,NA,NA,Not Significant
28329,LOC105370421,0,NA,NA,NA,NA,Not Significant
28330,MIR3171HG,0,NA,NA,NA,NA,Not Significant
28331,LINC00645,0,NA,NA,NA,NA,Not Significant
28332,MIR3171,0,NA,NA,NA,NA,Not Significant
28333,LOC107984684,2.337546542,-0.009130812,0.17468923,0.680004193,NA,Not Significant
28334,LINC02300,0,NA,NA,NA,NA,Not Significant
28335,FOXG1-AS1,0.522800199,0.001440689,0.175691875,0.872984127,NA,Not Significant
28336,FOXG1,3.049794141,-0.01007324,0.174925481,0.693549525,NA,Not Significant
28337,LINC01551,0.309541034,-0.000358719,0.175726123,0.962370038,NA,Not Significant
28338,LINC02282,0.049983058,-0.001600135,0.175775989,0.858244616,NA,Not Significant
28339,LINC02281,0,NA,NA,NA,NA,Not Significant
28340,LINC02327,0,NA,NA,NA,NA,Not Significant
28341,LOC107984685,0,NA,NA,NA,NA,Not Significant
28342,LINC02326,0,NA,NA,NA,NA,Not Significant
28343,LOC124907390,0.057957617,0.002179439,0.175776013,0.796839196,NA,Not Significant
28344,LOC102724934,0.666280536,-0.005534877,0.175702603,0.753309788,NA,Not Significant
28345,PRKD1,240.8956006,0.032865592,0.136059381,0.706337138,0.877613904,Not Significant
28346,LOC105370429,0.103650365,-0.001575491,0.175778513,0.871661506,NA,Not Significant
28347,LOC112267868,0,NA,NA,NA,NA,Not Significant
28348,LOC105370430,0,NA,NA,NA,NA,Not Significant
28349,G2E3-AS1,0,NA,NA,NA,NA,Not Significant
28350,LOC105370432,0,NA,NA,NA,NA,Not Significant
28351,G2E3,944.0831539,-0.176232519,0.097516939,0.035086313,0.158923021,Not Significant
28352,SCFD1,2027.99399,0.122010331,0.081565021,0.094724627,0.300885941,Not Significant
28353,COCH,437.9954911,-0.025816314,0.15265268,0.737600229,0.891958779,Not Significant
28354,LOC100506071,1.211767516,0.018131818,0.176503739,0.276127849,NA,Not Significant
28355,STRN3,1429.078216,0.197440514,0.084325346,0.007411171,0.052207186,Not Significant
28356,MIR624,0,NA,NA,NA,NA,Not Significant
28357,AP4S1,194.7592705,-0.056768008,0.127489993,0.526372296,0.778917942,Not Significant
28358,HECTD1,5427.22803,0.076381904,0.127987456,0.409827217,0.696255473,Not Significant
28359,HEATR5A,1201.992665,-0.086183136,0.125840257,0.346473186,0.638981844,Not Significant
28360,HEATR5A-DT,4.007825436,0.04122928,0.180182536,0.179401045,NA,Not Significant
28361,DTD2,367.2346423,-0.046338872,0.124118339,0.597669919,0.819968279,Not Significant
28362,GPR33,0,NA,NA,NA,NA,Not Significant
28363,LOC105370438,0.107940675,0.000470717,0.175715182,0.967365362,NA,Not Significant
28364,NUBPL-DT,0,NA,NA,NA,NA,Not Significant
28365,NUBPL,312.4644838,0.277095833,0.167066644,0.01885722,0.102529294,Not Significant
28366,LINC02313,0.115915233,0.002484222,0.175785187,0.710607006,NA,Not Significant
28367,LOC105370440,0.0505391,-0.000307226,0.175776691,1,NA,Not Significant
28368,ARHGAP5-AS1,58.36899228,-0.016200334,0.148457675,0.837916571,0.935293424,Not Significant
28369,ARHGAP5,2645.21782,-0.013338314,0.095492944,0.859756293,0.944412489,Not Significant
28370,RNU6-7,0.592032919,-0.007171663,0.175817376,0.56075183,NA,Not Significant
28371,RNU6-8,8.490301,0.000366502,0.170396205,0.997830755,NA,Not Significant
28372,AKAP6,52.41587264,0.926196743,0.283470888,5.42E-05,0.001015116,Up
28373,LOC124903298,0,NA,NA,NA,NA,Not Significant
28374,NPAS3,5.660132353,0.037938132,0.177592637,0.306297151,NA,Not Significant
28375,LOC124903299,0.057957617,0.002179439,0.175776013,0.796839196,NA,Not Significant
28376,SNORA89,0,NA,NA,NA,NA,Not Significant
28377,EGLN3,34.08137297,-0.069795586,0.174411435,0.338034199,0.632271152,Not Significant
28378,LOC102724945,0.26726307,-0.000539903,0.175770343,1,NA,Not Significant
28379,LOC105370446,0,NA,NA,NA,NA,Not Significant
28380,EGLN3-AS1,0.16492638,-0.003649644,0.175785952,0.857938865,NA,Not Significant
28381,LOC105370444,0,NA,NA,NA,NA,Not Significant
28382,SPTSSA,889.6891696,-0.157792259,0.096110183,0.054445876,0.213499021,Not Significant
28383,EAPP,418.7471364,0.034752966,0.111544843,0.687696345,0.868269145,Not Significant
28384,LOC105370447,57.40659055,-0.02704755,0.171131958,0.580046195,0.810231492,Not Significant
28385,LOC112268123,0.912750644,-0.0008539,0.175469687,0.949047319,NA,Not Significant
28386,SNX6,4013.941401,0.109198099,0.065489675,0.075730051,0.261970434,Not Significant
28387,LOC107984628,0.417871683,-0.000710995,0.175721336,0.794692386,NA,Not Significant
28388,CFL2,3513.620482,-0.112753854,0.132254787,0.232848943,0.515384549,Not Significant
28389,BAZ1A,2971.970433,0.361524604,0.131287648,0.000888186,0.01024914,Up
28390,BAZ1A-AS1,85.18373208,-0.009798898,0.150174933,0.89950377,0.961516433,Not Significant
28391,SRP54-AS1,18.16996831,0.007667619,0.165062334,0.889843784,NA,Not Significant
28392,IGBP1P1,7.850891291,-0.052385619,0.182595982,0.187177227,NA,Not Significant
28393,SRP54,2376.02481,0.015490579,0.078385678,0.841009539,0.936342607,Not Significant
28394,FAM177A1,1008.727942,0.165562757,0.106474597,0.057637806,0.221278165,Not Significant
28395,LOC101927178,3.243608939,-0.013626026,0.174403908,0.604707848,NA,Not Significant
28396,PPP2R3C,595.0195996,-0.060819471,0.093177765,0.446394623,0.721905008,Not Significant
28397,PRORP-PSMA6,0.904791416,0.009146985,0.175500795,0.535642231,NA,Not Significant
28398,PRORP,193.4605885,0.174658532,0.144676291,0.088490938,0.288690477,Not Significant
28399,PSMA6,187.417341,-0.063558753,0.136430548,0.479764588,0.745999699,Not Significant
28400,NFKBIA,2248.236993,-0.300577006,0.17059994,0.013120562,0.078405401,Not Significant
28401,LOC105370450,0,NA,NA,NA,NA,Not Significant
28402,INSM2,0.845702096,0.014212565,0.17629393,0.325484696,NA,Not Significant
28403,RALGAPA1,550.8589074,0.006852306,0.14036839,0.942741232,0.977839839,Not Significant
28404,SNORA101B,0.053667306,-0.000311351,0.17577668,1,NA,Not Significant
28405,LOC124903425,0,NA,NA,NA,NA,Not Significant
28406,BRMS1L,382.283806,-0.265770745,0.13457556,0.011603987,0.071689688,Not Significant
28407,LOC105370452,0,NA,NA,NA,NA,Not Significant
28408,LINC00609,0,NA,NA,NA,NA,Not Significant
28409,PTCSC3,0.086741017,-0.002742727,0.175768005,0.857939698,NA,Not Significant
28410,LOC107984003,0,NA,NA,NA,NA,Not Significant
28411,MBIP,481.5156337,-0.173275121,0.126199274,0.073621549,0.257336701,Not Significant
28412,SFTA3,0,NA,NA,NA,NA,Not Significant
28413,NKX2-1,0.655986381,-0.003752806,0.175821351,0.510479116,NA,Not Significant
28414,NKX2-1-AS1,0,NA,NA,NA,NA,Not Significant
28415,LOC105370453,0,NA,NA,NA,NA,Not Significant
28416,NKX2-8,0.151061259,-0.001559148,0.175779331,0.876781355,NA,Not Significant
28417,LOC105370455,0.057957617,0.002179439,0.175776013,0.796839196,NA,Not Significant
28418,PAX9,0.785202077,-0.009107326,0.175703138,0.615188585,NA,Not Significant
28419,SLC25A21,25.37204653,0.024811613,0.166008473,0.680537607,0.865215383,Not Significant
28420,LOC107984668,0,NA,NA,NA,NA,Not Significant
28421,MIR4503,0,NA,NA,NA,NA,Not Significant
28422,SLC25A21-AS1,20.08489756,-0.079433109,0.185759162,0.218721375,NA,Not Significant
28423,MIPOL1,144.8248713,0.014711961,0.115572424,0.866507671,0.947774561,Not Significant
28424,LOC107984702,0,NA,NA,NA,NA,Not Significant
28425,FOXA1,618.9947829,-0.164361089,0.102526204,0.0579475,0.222163697,Not Significant
28426,TTC6,84.57910284,0.026948056,0.140872512,0.755550662,0.900944657,Not Significant
28427,LINC00517,0.154217259,-0.000349779,0.175773951,1,NA,Not Significant
28428,LOC105370456,0.681229222,-0.006480696,0.175628438,0.672039371,NA,Not Significant
28429,LOC124903303,26.6617111,0.059101928,0.173911495,0.371109113,0.661326146,Not Significant
28430,SSTR1,1241.312385,0.08720532,0.195041854,0.146325717,0.39481819,Not Significant
28431,CLEC14A,14.08893989,0.034952916,0.174003112,0.451583052,NA,Not Significant
28432,LOC112268136,0.838674907,0.004530413,0.175797139,0.604137202,NA,Not Significant
28433,LOC124903304,0,NA,NA,NA,NA,Not Significant
28434,LINC00639,1.59451781,0.015849934,0.175914684,0.387610747,NA,Not Significant
28435,LOC105370457,0,NA,NA,NA,NA,Not Significant
28436,LOC102723516,0,NA,NA,NA,NA,Not Significant
28437,SEC23A,5995.246642,0.08634964,0.078106522,0.217827192,0.496201165,Not Significant
28438,SEC23A-AS1,1.398611331,0.010184723,0.175606033,0.444902718,NA,Not Significant
28439,LOC105370459,0.587906869,0.002227568,0.17560573,0.830209528,NA,Not Significant
28440,GEMIN2,436.0962091,0.055910811,0.106437756,0.520130364,0.774492241,Not Significant
28441,TRAPPC6B,584.1490642,-0.757111529,0.181944489,1.97E-06,5.58E-05,Down
28442,PNN-AS1,5.426188098,-0.016989843,0.172822459,0.644645358,NA,Not Significant
28443,PNN,4562.926118,-0.179220881,0.12243672,0.05944141,0.225374551,Not Significant
28444,MIA2,538.4667495,0.059285811,0.116736841,0.50097099,0.761692966,Not Significant
28445,MIA2-AS1,14.44862169,-0.022370343,0.166518433,0.702996195,NA,Not Significant
28446,FBXO33,631.5104688,0.04803534,0.124989161,0.608527914,0.826602864,Not Significant
28447,LOC105370461,21.15366534,0.032794669,0.172665637,0.502142779,0.762086296,Not Significant
28448,LOC105370460,0.466947996,-0.004692884,0.175776401,0.815749367,NA,Not Significant
28449,LOC112267899,2.659907255,0.022433726,0.176272513,0.348775637,NA,Not Significant
28450,LOC105370464,0,NA,NA,NA,NA,Not Significant
28451,LOC105370463,0,NA,NA,NA,NA,Not Significant
28452,LOC105370462,0.049983058,-0.001600135,0.175775989,0.858244616,NA,Not Significant
28453,LOC105370465,0,NA,NA,NA,NA,Not Significant
28454,LOC105370466,0,NA,NA,NA,NA,Not Significant
28455,LOC105370467,0,NA,NA,NA,NA,Not Significant
28456,LINC02315,0,NA,NA,NA,NA,Not Significant
28457,LOC124907391,0,NA,NA,NA,NA,Not Significant
28458,LOC124907392,0.403284697,-0.006553667,0.175889876,0.53495535,NA,Not Significant
28459,LOC124900349,0,NA,NA,NA,NA,Not Significant
28460,LRFN5,0.467805028,0.004692076,0.175750772,0.711080133,NA,Not Significant
28461,LOC105370470,0,NA,NA,NA,NA,Not Significant
28462,LOC124903307,0,NA,NA,NA,NA,Not Significant
28463,LINC02307,0,NA,NA,NA,NA,Not Significant
28464,LINC02277,0.0505391,-0.000307226,0.175776691,1,NA,Not Significant
28465,FSCB,0,NA,NA,NA,NA,Not Significant
28466,LOC105370473,0,NA,NA,NA,NA,Not Significant
28467,LOC105370472,0,NA,NA,NA,NA,Not Significant
28468,LINC02302,0.144698634,-0.000667539,0.17572139,0.968711264,NA,Not Significant
28469,C14orf28,72.72049318,0.045526026,0.142544922,0.607941785,0.826525613,Not Significant
28470,LOC101927418,1.142707081,0.012268371,0.175774427,0.462748716,NA,Not Significant
28471,KLHL28,290.143859,-0.620772871,0.24751766,0.000719725,0.008623817,Down
28472,TOGARAM1,643.248397,0.109774359,0.106281558,0.204816098,0.478426169,Not Significant
28473,PRPF39-DT,0.103650365,-0.001575491,0.175778513,0.871661506,NA,Not Significant
28474,PRPF39,815.560056,-0.090687642,0.113856029,0.313184727,0.608356537,Not Significant
28475,LOC124903416,0,NA,NA,NA,NA,Not Significant
28476,SNORD127,0.568098699,-0.007415522,0.175603187,0.619702775,NA,Not Significant
